EAR,MAR,Pitch,Yaw,Label
0.2664,0.5214,-18.036,-45.9763,0
0.2645,0.5628,-17.5138,-45.988,0
0.2811,0.629,-17.9872,-47.1654,0
0.2647,0.6242,-18.6165,-48.0359,0
0.2603,0.6285,-19.0173,-48.3157,0
0.267,0.6338,-19.5264,-48.6578,0
0.2665,0.529,-19.1258,-46.6165,0
0.2549,0.4899,-18.8499,-44.9544,0
0.2626,0.4767,-18.3494,-44.6666,0
0.2567,0.4715,-18.5015,-44.5363,0
0.2526,0.4819,-18.1226,-44.4201,0
0.2547,0.5352,-18.4294,-45.5569,0
0.2637,0.6159,-19.1125,-47.2448,0
0.2582,0.6241,-19.156,-47.7131,0
0.2673,0.6331,-19.3226,-48.3795,0
0.2758,0.6347,-19.2801,-48.5671,0
0.2835,0.5521,-19.0679,-47.7039,0
0.2714,0.5584,-18.9299,-47.3162,0
0.268,0.6022,-19.3925,-47.7829,0
0.2759,0.5971,-19.4928,-47.8524,0
0.272,0.5978,-19.6599,-47.9918,0
0.2506,0.6299,-20.3713,-49.1633,0
0.2925,0.6334,-20.6998,-50.6829,0
0.2747,0.5612,-19.1451,-48.6528,0
0.2824,0.5426,-19.2115,-48.1035,0
0.2651,0.4899,-18.5332,-46.7115,0
0.282,0.4691,-18.5183,-46.1424,0
0.2673,0.4825,-18.5264,-46.139,0
0.2623,0.4825,-18.6442,-45.6823,0
0.2687,0.4812,-18.3981,-45.4457,0
0.2745,0.4817,-18.4616,-46.0885,0
0.2697,0.4788,-18.598,-46.06,0
0.2686,0.4789,-16.706,-46.2697,0
0.2389,0.4981,-10.2122,-46.5498,0
0.2698,0.4875,-7.4676,-45.99,0
0.2572,0.4844,-6.6754,-45.3773,0
0.2417,0.4936,-7.6343,-44.7111,0
0.2257,0.4809,-8.4417,-43.3209,0
0.259,0.5068,-8.5688,-46.3982,0
0.2964,0.5236,-5.827,-51.7667,0
0.157,0.5061,-3.3133,-49.8533,0
0.2552,0.5061,-6.7428,-47.0939,0
0.2391,0.4806,-6.5448,-47.1047,0
0.2839,0.5314,-6.5237,-51.7817,0
0.3525,0.6084,-2.8598,-60.1468,0
0.4592,0.745,-18.4785,-78.5884,0
0.363,0.886,-10.0381,-76.2878,0
0.226,0.5842,-6.938,-52.3219,0
0.257,0.5763,-9.3431,-46.0373,0
0.2493,0.6524,-9.9929,-45.6071,0
0.2323,0.6021,-10.121,-44.0539,0
0.2334,0.5801,-10.1879,-43.1299,0
0.2079,0.5513,-8.501,-40.4985,0
0.2023,0.5373,-8.2796,-40.019,0
0.2148,0.5332,-9.5604,-40.2007,0
0.2099,0.5374,-10.503,-39.5623,0
0.2069,0.5374,-9.423,-38.7727,0
0.2192,0.5413,-7.9313,-38.7066,0
0.2256,0.5612,-9.0186,-40.2224,0
0.2088,0.5343,-9.0059,-40.3653,0
0.2179,0.5407,-8.8977,-41.2342,0
0.218,0.538,-11.3405,-42.1276,0
0.2487,0.4995,-14.2917,-44.8339,0
0.2539,0.4529,-14.1986,-44.802,0
0.2372,0.4522,-15.5873,-46.3156,0
0.0991,0.4974,-15.0428,-45.2407,0
0.2365,0.5408,-16.2167,-46.6939,0
0.2661,0.5098,-16.7283,-48.6075,0
0.2745,0.4812,-17.9488,-50.1593,0
0.2731,0.4616,-16.1225,-47.5672,0
0.2594,0.4412,-15.2956,-45.9842,0
0.2685,0.4353,-15.5798,-45.5794,0
0.2607,0.4172,-16.3131,-45.9832,0
0.2471,0.4469,-16.5493,-47.2907,0
0.2605,0.4182,-16.6625,-46.8334,0
0.2557,0.4864,-16.5768,-47.0972,0
0.2579,0.5737,-15.4482,-45.8976,0
0.2158,0.5368,-10.7227,-36.0466,0
0.1927,0.5422,-7.9366,-31.2984,0
0.1687,0.5269,-2.301,-22.3233,0
0.1629,0.5337,-3.917,-25.4888,0
0.1783,0.5447,-7.6886,-30.4178,0
0.1873,0.529,-14.1646,-34.9021,0
0.2068,0.5178,-15.7166,-35.8532,0
0.2143,0.516,-16.8927,-33.6871,0
0.2091,0.5053,-16.7398,-32.7182,0
0.2118,0.5091,-16.1429,-32.9783,0
0.2105,0.5211,-16.4145,-34.2384,0
0.203,0.5215,-15.9514,-34.1692,0
0.2077,0.512,-17.1613,-35.8073,0
0.2292,0.5265,-17.7137,-37.3837,0
0.2389,0.521,-17.4646,-37.2013,0
0.2277,0.5411,-16.7927,-37.3737,0
0.0897,0.5073,-16.6056,-38.892,0
0.2997,0.4909,-23.4023,-46.8933,0
0.3067,0.434,-26.6486,-45.4091,0
0.3089,0.4687,-26.758,-46.0129,0
0.293,0.4996,-21.8318,-47.64,0
0.2833,0.4937,-16.0257,-47.6308,0
0.2549,0.5063,-11.4779,-46.6692,0
0.2685,0.5487,-9.8183,-47.1045,0
0.285,0.5266,-12.6382,-45.4384,0
0.2886,0.5201,-14.6628,-45.4062,0
0.2739,0.4795,-16.4094,-46.3655,0
0.2636,0.484,-17.3581,-47.4769,0
0.2776,0.4978,-17.6412,-48.7449,0
0.2659,0.5024,-17.3176,-48.6033,0
0.2554,0.511,-17.153,-48.5472,0
0.2755,0.5,-15.6174,-48.863,0
0.2631,0.5162,-14.1668,-48.5502,0
0.2627,0.5414,-14.026,-49.0645,0
0.261,0.5837,-14.622,-49.2622,0
0.2576,0.5821,-15.3497,-48.8588,0
0.2513,0.5815,-15.928,-48.7207,0
0.2527,0.5676,-15.7488,-48.116,0
0.255,0.5554,-14.4318,-47.0324,0
0.2428,0.4869,-15.9717,-46.6076,0
0.2514,0.468,-15.4238,-44.7377,0
0.2519,0.5014,-14.4882,-44.5882,0
0.2454,0.5127,-15.0125,-44.8555,0
0.2423,0.5165,-14.5574,-43.6528,0
0.2445,0.5129,-15.7898,-45.3248,0
0.2535,0.5157,-16.2084,-46.6533,0
0.2515,0.5418,-17.0116,-47.469,0
0.2317,0.5249,-17.621,-47.6174,0
0.2624,0.5346,-17.7069,-47.957,0
0.2516,0.5374,-18.4535,-47.9872,0
0.2506,0.5308,-18.0756,-47.9386,0
0.2502,0.5192,-18.064,-47.9785,0
0.2594,0.5352,-17.9637,-47.6524,0
0.2519,0.5461,-17.5019,-47.9053,0
0.2573,0.5587,-16.3298,-47.8619,0
0.2562,0.5438,-15.9352,-47.6293,0
0.2755,0.5358,-16.7159,-47.9552,0
0.2732,0.5358,-17.4246,-48.7011,0
0.2748,0.5404,-17.361,-48.8247,0
0.263,0.5559,-18.0553,-49.8991,0
0.2653,0.5562,-14.703,-50.5283,0
0.2779,0.5515,-7.0069,-50.5614,0
0.2459,0.5377,-2.6343,-49.9092,0
0.0978,0.513,0.9935,-49.3161,0
0.227,0.528,-2.0429,-51.1015,0
0.2625,0.5081,-1.7863,-49.0375,0
0.2667,0.5178,-1.9879,-48.2641,0
0.2497,0.5095,-2.8615,-48.3857,0
0.2505,0.5023,-3.0587,-47.1516,0
0.2441,0.4835,-0.8631,-47.0775,0
0.2124,0.4983,0.204,-45.7121,0
0.2116,0.5106,-0.7914,-44.9907,0
0.2256,0.4794,-0.0374,-44.8048,0
0.2455,0.4844,-1.3395,-44.297,0
0.2637,0.5044,-2.7342,-45.3303,0
0.2469,0.513,-2.4787,-46.2733,0
0.2593,0.4943,-3.1714,-47.242,0
0.2633,0.5396,-3.7972,-48.0355,0
0.2506,0.6141,-2.4817,-47.9471,0
0.2542,0.6018,-3.0188,-46.3986,0
0.2542,0.562,-2.8531,-45.4249,0
0.2372,0.5481,-3.4097,-44.8799,0
0.254,0.544,-3.7061,-45.0484,0
0.2634,0.5037,-4.1394,-44.2161,0
0.2308,0.5187,-3.462,-44.0531,0
0.23,0.564,-2.1003,-42.8795,0
0.2393,0.5616,-2.3916,-41.9633,0
0.2381,0.5659,-2.8728,-42.5241,0
0.0602,0.5591,-1.9326,-41.2795,0
0.2085,0.5458,-3.5407,-43.0014,0
0.2435,0.5637,-3.4273,-44.1163,0
0.2643,0.5528,-3.6277,-44.9564,0
0.2525,0.5529,-3.3911,-45.4684,0
0.2504,0.5692,-3.7593,-46.5907,0
0.2462,0.5716,-3.6057,-46.91,0
0.2715,0.5716,-3.4969,-46.7965,0
0.2075,0.5692,-3.6212,-46.9167,0
0.128,0.5344,-2.7501,-46.4222,0
0.2686,0.492,-3.7889,-48.492,0
0.2742,0.4773,-3.8019,-48.3134,0
0.2492,0.4879,-3.4748,-48.2713,0
0.2501,0.4782,-2.5058,-49.1845,0
0.2332,0.4999,-1.5455,-49.9112,0
0.2329,0.4985,-0.9689,-48.7994,0
0.2343,0.4956,-0.9388,-48.5732,0
0.2543,0.4914,-0.6188,-49.2017,0
0.238,0.5055,0.0611,-49.4868,0
0.2507,0.5092,-0.0623,-49.691,0
0.268,0.5447,-2.1241,-50.8314,0
0.2534,0.5279,-1.888,-50.0941,0
0.2417,0.5286,-1.9776,-49.5707,0
0.174,0.5193,0.3164,-47.7804,0
0.2518,0.5123,-0.8774,-48.9958,0
0.2582,0.5317,-0.6787,-48.7125,0
0.2592,0.5384,-0.8482,-48.1113,0
0.2653,0.5382,-1.1034,-47.8648,0
0.2631,0.5354,-1.3185,-48.0864,0
0.2484,0.5312,-0.9896,-48.0759,0
0.2431,0.5242,-1.1316,-48.0135,0
0.2497,0.5333,-1.4454,-48.1775,0
0.2497,0.5354,-1.2713,-48.2151,0
0.2564,0.5405,-1.4137,-48.1765,0
0.2581,0.5426,-1.3825,-48.1955,0
0.2449,0.543,-1.1547,-48.1651,0
0.2658,0.5376,-1.6135,-48.652,0
0.255,0.5377,-1.7506,-48.3539,0
0.2518,0.5475,-2.1349,-47.906,0
0.2447,0.5548,-2.2546,-48.0006,0
0.2465,0.5406,-1.9666,-48.0391,0
0.2469,0.5405,-2.3153,-48.0387,0
0.2358,0.5381,-2.7247,-48.0662,0
0.2602,0.5476,-3.0183,-48.1899,0
0.2596,0.536,-3.0547,-47.6443,0
0.2754,0.5406,-3.021,-47.8031,0
0.2818,0.5222,-3.1155,-47.459,0
0.2848,0.4786,-4.1092,-47.1543,0
0.2688,0.4819,-3.3705,-47.8801,0
0.2621,0.5036,-2.6279,-47.3488,0
0.25,0.4878,-2.1026,-46.9388,0
0.2414,0.4738,-1.7337,-47.0285,0
0.2458,0.4869,-1.7841,-47.5641,0
0.0581,0.5022,0.4143,-45.8635,0
0.2063,0.4854,-0.7147,-47.295,0
0.2588,0.496,-1.3908,-48.23,0
0.256,0.5154,-1.2811,-48.4316,0
0.2669,0.5213,-2.6706,-48.1869,0
0.2539,0.5073,-3.8636,-48.1905,0
0.2383,0.5219,-4.0422,-47.8046,0
0.2446,0.5226,-4.3646,-47.8546,0
0.2537,0.516,-4.4668,-48.1828,0
0.2649,0.5411,-4.3888,-48.2314,0
0.2538,0.5208,-3.9511,-47.8751,0
0.2581,0.5312,-3.4598,-48.3167,0
0.2568,0.525,-3.5788,-48.9197,0
0.2554,0.5145,-3.7284,-49.0455,0
0.2716,0.5249,-4.0206,-49.6353,0
0.2578,0.5184,-4.056,-49.9367,0
0.2823,0.5194,-4.2295,-49.4748,0
0.2631,0.5059,-3.8368,-49.1665,0
0.2508,0.509,-4.6072,-48.9008,0
0.2664,0.5196,-4.0448,-48.7449,0
0.2371,0.5244,-4.113,-48.6563,0
0.259,0.5123,-5.6515,-48.8512,0
0.2539,0.4935,-4.8631,-46.2755,0
0.2545,0.4935,-5.1302,-46.5131,0
0.2551,0.5154,-5.5243,-46.9143,0
0.2732,0.5154,-5.2889,-47.091,0
0.2446,0.5068,-5.0443,-46.9744,0
0.2681,0.5339,-4.4577,-46.8869,0
0.254,0.5221,-4.1968,-46.7287,0
0.2585,0.5221,-4.3651,-47.2051,0
0.2693,0.5135,-4.0298,-46.9485,0
0.2585,0.5135,-4.0656,-46.9096,0
0.2551,0.5185,-3.5513,-47.1678,0
0.2619,0.51,-3.0641,-47.5628,0
0.2546,0.5238,-3.5082,-47.5529,0
0.2576,0.5491,-3.5646,-48.244,0
0.2609,0.5263,-3.4803,-47.9451,0
0.2545,0.5292,-3.4305,-48.2727,0
0.2641,0.5208,-3.0921,-48.1898,0
0.278,0.5135,-1.9808,-48.1709,0
0.2525,0.5085,0.8118,-48.0193,0
0.2409,0.5139,1.8636,-48.1072,0
0.2488,0.507,1.0703,-47.2695,0
0.2398,0.5196,-3.3951,-47.8278,0
0.2589,0.4989,-8.4835,-48.0084,0
0.264,0.4882,-11.8533,-47.4341,0
0.2782,0.4903,-14.295,-47.2768,0
0.1387,0.5134,-13.1776,-46.4575,0
0.265,0.5095,-13.5049,-46.8101,0
0.2787,0.5145,-14.5942,-47.1959,0
0.2654,0.5551,-14.6146,-47.7149,0
0.2581,0.6104,-15.0751,-47.7974,0
0.2634,0.5975,-14.4573,-48.0552,0
0.255,0.5813,-13.4707,-46.3398,0
0.2554,0.5684,-14.8654,-48.0903,0
0.2458,0.5273,-15.9296,-47.5029,0
0.2554,0.5275,-16.3705,-47.1698,0
0.2614,0.5269,-15.9796,-46.4681,0
0.2555,0.5416,-16.9893,-46.2588,0
0.2392,0.563,-16.3257,-46.2199,0
0.255,0.5604,-15.8544,-46.03,0
0.2684,0.5628,-15.3577,-45.9825,0
0.2688,0.548,-15.2894,-45.9215,0
0.2879,0.5576,-15.2242,-46.2095,0
0.2643,0.5576,-15.6355,-45.9701,0
0.2753,0.5628,-15.8021,-45.8579,0
0.2831,0.5011,-15.8565,-45.5605,0
0.2603,0.5305,-15.9816,-46.5938,0
0.263,0.5322,-15.7747,-47.3512,0
0.252,0.5295,-15.9608,-47.6707,0
0.2752,0.541,-16.3157,-47.6951,0
0.279,0.548,-15.7512,-48.0797,0
0.2779,0.558,-15.8897,-48.3526,0
0.2718,0.5315,-15.8777,-47.7741,0
0.2609,0.5702,-16.5854,-48.1731,0
0.2561,0.5597,-17.4265,-48.3493,0
0.2631,0.5489,-17.1085,-48.3868,0
0.282,0.5583,-16.109,-47.9675,0
0.2501,0.5486,-13.7766,-47.5898,0
0.2656,0.5405,-12.6818,-47.8637,0
0.2752,0.5501,-13.0021,-48.5314,0
0.2418,0.5205,-13.0482,-50.0115,0
0.2553,0.5268,-14.9877,-53.7592,0
0.0898,0.5472,-16.719,-55.0185,0
0.2344,0.5256,-18.6622,-54.6718,0
0.242,0.5077,-16.4318,-50.6938,0
0.2534,0.5192,-17.0743,-49.7992,0
0.2586,0.5175,-18.1909,-49.0774,0
0.2546,0.5229,-18.5783,-48.9492,0
0.2634,0.5423,-19.2465,-48.8257,0
0.2575,0.5285,-19.1164,-47.4939,0
0.2605,0.5169,-19.247,-47.0552,0
0.2531,0.5221,-18.6544,-46.9398,0
0.2573,0.5333,-19.0141,-47.4802,0
0.2731,0.53,-19.7603,-48.4623,0
0.267,0.5332,-20.3609,-48.7762,0
0.2623,0.5399,-21.2917,-49.2558,0
0.2797,0.5233,-20.8522,-49.0303,0
0.2663,0.5077,-21.3845,-49.6134,0
0.2796,0.5176,-22.2278,-49.9525,0
0.2698,0.5129,-22.0242,-49.8393,0
0.2745,0.5169,-21.846,-49.9746,0
0.2586,0.5674,-21.4991,-51.15,0
0.1984,0.5387,-20.4391,-51.3338,0
0.2608,0.4753,-19.4273,-50.8309,0
0.2638,0.4968,-18.9593,-50.6767,0
0.2656,0.4855,-18.6364,-50.314,0
0.2584,0.4824,-19.0993,-50.2223,0
0.2647,0.4445,-19.8853,-49.5196,0
0.2594,0.4072,-20.0949,-48.2133,0
0.2518,0.377,-19.4473,-46.7352,0
0.268,0.3376,-19.4473,-45.5003,0
0.2511,0.3216,-18.4932,-43.5019,0
0.2613,0.3266,-18.9742,-45.8379,0
0.3037,0.3349,-21.3184,-46.7817,0
0.3102,0.4457,-27.0317,-52.0707,0
0.3468,0.4257,-35.4298,-51.6359,0
0.3198,0.4468,-35.7918,-54.247,0
0.3184,0.3971,-32.787,-52.9944,0
0.3019,0.4044,-29.1449,-49.8015,0
0.2807,0.4438,-26.3086,-49.6232,0
0.2874,0.4769,-24.62,-49.8885,0
0.2877,0.4816,-20.6756,-49.1503,0
0.2161,0.4968,-20.0057,-50.1708,0
0.2207,0.5126,-19.3527,-51.0734,0
0.2608,0.5178,-20.4841,-51.9625,0
0.3016,0.512,-23.1407,-51.9368,0
0.295,0.4909,-26.7377,-52.1946,0
0.2904,0.4933,-28.1379,-52.1499,0
0.2932,0.5002,-27.3072,-51.1231,0
0.2796,0.5041,-25.3823,-50.9266,0
0.2921,0.5289,-22.8599,-51.4763,0
0.2766,0.5284,-19.153,-52.7201,0
0.2822,0.5503,-16.972,-54.2307,0
0.2795,0.5832,-16.1386,-55.8774,0
0.2891,0.5743,-14.5093,-55.5981,0
0.2647,0.5554,-14.906,-54.6611,0
0.2594,0.5661,-14.0806,-54.3855,0
0.2507,0.549,-10.4724,-53.6012,0
0.2497,0.468,-7.3804,-50.8899,0
0.2321,0.458,-9.8414,-49.516,0
0.2476,0.4645,-11.7436,-46.5483,0
0.2221,0.4375,-10.3172,-43.8895,0
0.214,0.4966,-9.1985,-44.1861,0
0.2564,0.4878,-5.6592,-42.8571,0
0.2522,0.5081,-3.2785,-43.2292,0
0.2548,0.489,-2.3753,-44.5817,0
0.2468,0.4997,-1.4516,-46.413,0
0.2613,0.4909,-1.4709,-46.6134,0
0.2436,0.5391,-2.9766,-48.391,0
0.2629,0.5428,-4.8106,-48.9252,0
0.2756,0.5302,-4.7542,-48.1892,0
0.2843,0.5319,-3.5113,-47.5112,0
0.2717,0.5,-3.0194,-47.4259,0
0.2481,0.5242,-3.2824,-47.6517,0
0.2708,0.5203,-3.2664,-47.5238,0
0.2615,0.5222,-3.6714,-47.9381,0
0.262,0.5227,-3.8426,-47.9465,0
0.2615,0.5436,-4.0615,-48.5026,0
0.2516,0.5383,-4.4712,-48.5986,0
0.261,0.5257,-4.2931,-48.9052,0
0.262,0.5328,-4.7219,-48.5775,0
0.2692,0.5449,-4.5737,-48.5527,0
0.2579,0.5299,-4.7065,-48.4618,0
0.2714,0.553,-4.6387,-48.5124,0
0.252,0.535,-4.7946,-48.5249,0
0.2784,0.534,-5.4126,-48.4981,0
0.1301,0.4977,-4.9709,-47.6635,0
0.2322,0.4693,-5.92,-47.8668,0
0.2573,0.4851,-5.4813,-48.0563,0
0.2649,0.4901,-5.057,-48.2569,0
0.2683,0.4939,-4.9842,-48.657,0
0.2735,0.4996,-5.0151,-48.3673,0
0.2629,0.4936,-5.173,-48.7028,0
0.26,0.5072,-5.1188,-48.7319,0
0.2449,0.5044,-4.9962,-48.3266,0
0.2486,0.5062,-4.9189,-48.2183,0
0.2536,0.5187,-4.902,-48.0278,0
0.2519,0.5096,-4.9425,-47.9202,0
0.2621,0.5163,-5.1106,-47.7035,0
0.2599,0.5298,-5.1587,-48.0212,0
0.2418,0.5057,-4.9665,-48.1271,0
0.2712,0.5188,-4.7212,-47.8121,0
0.2479,0.5353,-4.7099,-48.067,0
0.2607,0.5353,-4.6092,-48.3397,0
0.2526,0.5132,-4.9315,-48.467,0
0.262,0.5133,-4.9803,-48.1865,0
0.2526,0.4913,-5.0774,-48.239,0
0.2514,0.5108,-5.0194,-47.9245,0
0.2484,0.5187,-5.1271,-48.0418,0
0.252,0.5258,-4.9971,-47.9633,0
0.2423,0.5298,-5.2402,-48.2563,0
0.2523,0.5057,-5.0273,-47.8358,0
0.2625,0.5258,-4.8667,-47.7939,0
0.2469,0.5253,-5.2403,-47.9149,0
0.2289,0.5108,-5.1973,-47.6109,0
0.2474,0.5258,-5.591,-47.7724,0
0.2007,0.5307,-5.2784,-47.6299,0
0.1936,0.5239,-4.5586,-47.2299,0
0.2413,0.5286,-5.0464,-47.7458,0
0.2448,0.5234,-5.0458,-47.6726,0
0.2546,0.5214,-5.1917,-47.6335,0
0.242,0.5057,-5.5673,-46.8744,0
0.2495,0.5056,-5.2442,-46.8279,0
0.2505,0.5039,-5.0017,-46.6282,0
0.2505,0.5234,-5.0785,-46.9189,0
0.2362,0.5258,-5.1412,-47.2963,0
0.2499,0.5161,-5.2055,-47.1215,0
0.249,0.5307,-5.1833,-47.2348,0
0.2536,0.5286,-4.9918,-47.1054,0
0.2599,0.5234,-4.9898,-47.1783,0
0.254,0.5166,-5.1335,-47.3677,0
0.2484,0.5214,-5.326,-47.3178,0
0.2652,0.5369,-5.4605,-47.6497,0
0.2491,0.503,-5.727,-47.3532,0
0.2603,0.494,-5.7553,-47.1,0
0.2569,0.5169,-5.6618,-47.9358,0
0.2577,0.503,-5.5469,-47.8136,0
0.2572,0.5078,-5.9884,-48.1347,0
0.2339,0.5078,-5.969,-47.8767,0
0.2086,0.5097,-5.7093,-47.2212,0
0.253,0.5136,-5.8845,-47.8055,0
0.2494,0.5227,-5.885,-48.1373,0
0.2597,0.5274,-5.689,-47.6505,0
0.2521,0.4844,-4.8725,-46.9971,0
0.2319,0.5194,-2.9203,-46.8572,0
0.2519,0.609,-1.766,-47.1604,0
0.2389,0.6155,-2.7751,-48.8306,0
0.2347,0.4904,-5.8209,-47.1131,0
0.2269,0.4375,-9.8242,-46.0835,0
0.2456,0.4459,-11.4628,-45.1516,0
0.2743,0.4535,-12.6994,-45.0691,0
0.2564,0.4707,-13.9744,-45.2967,0
0.2668,0.4679,-14.0606,-44.9183,0
0.2758,0.4842,-13.2963,-44.9715,0
0.2576,0.4758,-14.157,-45.4484,0
0.2443,0.447,-14.9102,-43.314,0
0.2747,0.4647,-15.0867,-43.5278,0
0.2611,0.4737,-15.8777,-43.3439,0
0.2503,0.453,-15.5456,-43.5982,0
0.2518,0.4646,-16.0967,-43.9892,0
0.2574,0.4836,-16.532,-45.7427,0
0.2666,0.4611,-16.1335,-45.1581,0
0.2593,0.4572,-15.8953,-45.009,0
0.2661,0.4698,-15.3219,-46.4919,0
0.2554,0.5012,-14.9734,-48.4905,0
0.2754,0.4998,-15.0045,-48.9185,0
0.2763,0.5386,-14.5161,-48.5803,0
0.254,0.6144,-15.3987,-49.9531,0
0.2419,0.6172,-16.2281,-50.4851,0
0.2543,0.6338,-16.7602,-51.3158,0
0.252,0.6519,-16.466,-51.7562,0
0.2627,0.5539,-16.5851,-50.7168,0
0.2919,0.4985,-17.0888,-50.2369,0
0.2945,0.4708,-16.6118,-50.2459,0
0.2861,0.458,-16.1045,-49.6145,0
0.2665,0.4403,-16.7932,-49.1174,0
0.2737,0.4347,-16.732,-49.1376,0
0.2169,0.4384,-15.5578,-48.8716,0
0.2739,0.4529,-16.0377,-48.8527,0
0.2605,0.4792,-16.3966,-49.5666,0
0.2812,0.4956,-15.1357,-52.693,0
0.2651,0.5719,-14.8671,-53.7817,0
0.274,0.5903,-15.8583,-53.6568,0
0.2878,0.4687,-15.0313,-51.8386,0
0.262,0.5082,-15.9468,-51.2364,0
0.2887,0.4996,-17.4934,-51.7363,0
0.3188,0.5022,-17.4304,-51.8961,0
0.288,0.5085,-17.4344,-51.5325,0
0.2837,0.5258,-18.6767,-53.3291,0
0.3002,0.5344,-19.9593,-55.5883,0
0.308,0.5205,-18.7918,-55.9326,0
0.2014,0.4799,-17.5697,-54.0956,0
0.2635,0.4853,-18.6994,-54.1665,0
0.2773,0.5397,-17.4883,-54.1212,0
0.2712,0.5177,-15.8799,-53.0858,0
0.2559,0.5551,-16.2391,-50.9875,0
0.2318,0.5728,-14.1167,-51.5642,0
0.2518,0.5797,-9.3468,-49.3911,0
0.1375,0.5778,-8.2402,-46.9568,0
0.2202,0.5609,-11.5457,-50.1961,0
0.2456,0.5407,-14.1447,-51.3122,0
0.2489,0.5089,-15.037,-50.6378,0
0.2467,0.5031,-17.1873,-51.1006,0
0.2492,0.5153,-21.4083,-51.1052,0
0.2564,0.5338,-20.9073,-50.5241,0
0.2565,0.575,-21.9594,-51.0591,0
0.2666,0.5797,-21.1596,-50.1527,0
0.2639,0.6089,-19.6752,-51.8574,0
0.2725,0.5943,-17.2642,-52.7293,0
0.268,0.5044,-14.9073,-53.2539,0
0.2408,0.4611,-17.3447,-50.2652,0
0.2546,0.4714,-13.2947,-52.2696,0
0.248,0.477,-14.239,-50.8634,0
0.2495,0.4827,-17.4314,-50.2748,0
0.2821,0.4941,-20.8948,-49.2062,0
0.2677,0.4835,-24.6452,-48.6322,0
0.2617,0.4564,-21.3117,-47.5913,0
0.2664,0.4799,-17.012,-48.7827,0
0.2797,0.4702,-10.7666,-50.0319,0
0.2698,0.4668,-5.4759,-50.0863,0
0.2885,0.4739,-3.3716,-51.8623,0
0.243,0.4744,-6.1696,-51.1854,0
0.2311,0.475,-8.3644,-50.5837,0
0.2744,0.475,-10.0764,-49.8314,0
0.2623,0.4751,-11.5395,-49.5708,0
0.2724,0.4695,-13.0558,-49.4918,0
0.2691,0.4611,-13.8343,-48.9232,0
0.2556,0.4384,-20.5086,-45.7516,0
0.2869,0.3533,-28.0195,-40.7766,0
0.3033,0.3248,-32.6863,-40.7339,0
0.3248,0.4353,-28.7905,11.8447,0
0.3015,0.3895,-35.3832,-34.252,0
0.1888,0.3737,-32.0442,-48.6544,0
0.2815,0.4674,-26.0103,-47.4446,0
0.3155,0.4907,-18.611,-48.2657,0
0.2871,0.5289,-13.2722,-49.3468,0
0.2619,0.4976,-11.692,-48.7058,0
0.2662,0.4632,-11.4379,-48.2196,0
0.2575,0.4621,-11.0522,-48.886,0
0.2719,0.468,-12.4926,-49.3866,0
0.2822,0.4712,-13.3203,-49.6661,0
0.2856,0.4757,-13.4757,-50.1053,0
0.2842,0.496,-13.8657,-50.3769,0
0.2766,0.5055,-14.0612,-50.1787,0
0.2902,0.4866,-14.9391,-49.9543,0
0.289,0.4898,-14.7442,-49.8748,0
0.2636,0.485,-14.8161,-49.6814,0
0.2799,0.4809,-15.0536,-49.3609,0
0.2715,0.485,-14.9837,-48.9437,0
0.2825,0.4721,-15.492,-49.0953,0
0.2922,0.4721,-15.5009,-48.8756,0
0.282,0.4706,-15.6432,-48.8369,0
0.2863,0.4761,-15.7772,-49.075,0
0.2839,0.4834,-16.1264,-49.0311,0
0.2656,0.485,-16.2609,-49.1635,0
0.2632,0.4941,-16.4195,-48.9434,0
0.2711,0.4827,-16.2607,-48.591,0
0.2756,0.4882,-16.3197,-48.5521,0
0.275,0.4941,-16.184,-48.374,0
0.2886,0.4876,-16.5827,-48.8274,0
0.2739,0.493,-16.575,-49.0216,0
0.2728,0.4971,-16.5407,-49.0991,0
0.2759,0.4891,-16.5157,-49.0537,0
0.2753,0.4788,-16.6478,-48.9398,0
0.2799,0.4773,-16.63,-48.8376,0
0.2742,0.4883,-16.5928,-48.7662,0
0.246,0.4874,-16.6018,-48.7246,0
0.223,0.4931,-16.4001,-48.642,0
0.2656,0.4972,-16.4345,-49.1632,0
0.262,0.4883,-16.5772,-49.175,0
0.2706,0.494,-16.6211,-49.467,0
0.2664,0.4788,-16.6809,-49.4859,0
0.2759,0.4972,-16.6237,-49.6866,0
0.2303,0.4934,-16.629,-49.4667,0
0.2682,0.4947,-16.5454,-49.3668,0
0.0545,0.5056,-15.5947,-48.313,0
0.2361,0.5083,-16.8408,-49.747,0
0.2596,0.4945,-16.7013,-50.0943,0
0.2547,0.5083,-16.5722,-49.6639,0
0.2635,0.503,-16.3097,-49.6042,0
0.2573,0.4982,-16.5045,-49.4925,0
0.2685,0.4835,-16.5214,-48.963,0
0.2702,0.474,-16.2557,-48.858,0
0.2687,0.4753,-16.0116,-49.2368,0
0.2615,0.4794,-16.078,-49.4016,0
0.2653,0.4892,-16.6017,-50.0806,0
0.2687,0.4762,-16.5774,-50.1062,0
0.2801,0.4876,-16.7521,-50.4698,0
0.2686,0.4852,-16.6811,-50.7557,0
0.1436,0.5079,-16.1829,-50.1843,0
0.2306,0.5023,-16.8043,-50.5745,0
0.2499,0.5072,-16.6839,-50.6273,0
0.2638,0.5068,-17.4294,-50.812,0
0.2638,0.5018,-17.0993,-50.7009,0
